Movie Name,Role,Name
Muppets Most Wanted,Producer,Todd Lieberman
Men in Black,Producer,Walter F. Parkes
Men in Black,Producer,Laurie MacDonald
Men in Black,Screenwriter,Ed Solomon
Men in Black,Director,Barry Sonnenfeld
Captain America: The Winter Soldier,Director,Anthony Russo
Captain America: The Winter Soldier,Director,Joe Russo
Captain America: The Winter Soldier,Screenwriter,Christopher Markus
Captain America: The Winter Soldier,Screenwriter,Stephen McFeely
Captain America: The Winter Soldier,Producer,Kevin Feige
Watchmen,Director,Zack Snyder
Watchmen,Screenwriter,David Hayter
Watchmen,Screenwriter,Alex Tse
Watchmen,Producer,Lawrence Gordon
Watchmen,Producer,Lloyd Levin
Watchmen,Producer,Deborah Snyder
On the Waterfront,Director,Elia Kazan
Admission,Director,Paul Weitz
Admission,Screenwriter,Karen Croner
Admission,Producer,Paul Weitz
Admission,Producer,Kerry Kohansky-Roberts
Admission,Producer,Andrew Miano
Sphere,Director,Barry Levinson
Sphere,Screenwriter,Paul Attanasio
Sphere,Screenwriter,Stephen Hauser
Sphere,Producer,Michael Crichton
Sphere,Producer,Andrew Wald
Sphere,Producer,Barry Levinson
The Internship,Director,Shawn Levy
The Internship,Screenwriter,Vince Vaughn
The Internship,Screenwriter,Jared Stern
The Internship,Producer,Vince Vaughn
The Internship,Producer,Shawn Levy
The Jungle Book,Director,Stephen Sommers
The Relic,Director,Peter Hyams
Red Cliff,Director,John Woo
John Q,Director,Nick Cassavetes
John Q,Producer,Mark Burg
John Q,Producer,Oren Koules
John Q,Screenwriter,James Kearns
The Wizard of Oz,Director,Mervyn LeRoy
The Wizard of Oz,Director,King Vidor
The Wizard of Oz,Director,Victor Fleming
The Wizard of Oz,Director,Richard Thorpe
The Wizard of Oz,Screenwriter,Noel Langley
The Wizard of Oz,Screenwriter,Florence Ryerson
The Wizard of Oz,Screenwriter,Edgar Allan Woolf
The Four Feathers,Director,Shekhar Kapur
The Verdict,Director,Sidney Lumet
Runaway Bride,Director,Garry Marshall
Runaway Bride,Screenwriter,Josann McGibbon
Runaway Bride,Screenwriter,Sara Parriott
Runaway Bride,Producer,Ted Field
Runaway Bride,Producer,Tom Rosenberg
Runaway Bride,Producer,Scott Kroopf
Runaway Bride,Producer,Robert Cort
You've Got Mail,Director,Nora Ephron
You've Got Mail,Screenwriter,Nora Ephron
You've Got Mail,Screenwriter,Delia Ephron
You've Got Mail,Producer,Lauren Shuler Donner
You've Got Mail,Producer,Nora Ephron
2012,Director,Roland Emmerich
2012,Screenwriter,Harald Kloser
2012,Screenwriter,Roland Emmerich
2012,Producer,Harald Kloser
2012,Producer,Mark Gordon
2012,Producer,Larry Franco
Spring Breakers,Director,Harmony Korine
Spring Breakers,Screenwriter,Harmony Korine
Spring Breakers,Producer,Chris Hanley
Spring Breakers,Producer,Charles-Marie Anthonioz
Spring Breakers,Producer,Jordan Gertner
Spring Breakers,Producer,David Zander
Le nom des gens,Director,Michel Leclerc
Le nom des gens,Screenwriter,Baya Kasmi
Le nom des gens,Screenwriter,Michel Leclerc
Le nom des gens,Producer,Caroline Adrian
Le nom des gens,Producer,Antoine Rein
Le nom des gens,Producer,Fabrice Goldstein
The Front Page,Director,Billy Wilder
The Dukes of Hazzard,Director,Jay Chandrasekhar
The Dukes of Hazzard,Producer,Bill Gerber
The Dukes of Hazzard,Screenwriter,John O'Brien
Rugrats in Paris,Screenwriter,J. David Stem
Out of Sight,Director,Steven Soderbergh
Out of Sight,Screenwriter,Scott Frank
Out of Sight,Producer,Danny De Vito
Out of Sight,Producer,Michael Shamberg
Out of Sight,Producer,Stacey Sher
The Wolf of Wall Street,Director,Martin Scorsese
The Wolf of Wall Street,Screenwriter,Terence Winter
The Wolf of Wall Street,Producer,Martin Scorsese
The Wolf of Wall Street,Producer,Leonardo DiCaprio
The Wolf of Wall Street,Producer,Riza Aziz
The Wolf of Wall Street,Producer,Joey McFarland
The Wolf of Wall Street,Producer,Emma Koskoff
Rock Star,Director,Stephen Herek
The Cave,Director,Bruce Hunt
The Cave,Screenwriter,Michael Steinberg
The Cave,Screenwriter,Tegan West
The Cave,Producer,Richard Wright
The Cave,Producer,Michael Ohoven
The Cave,Producer,Tom Rosenberg
The Cave,Producer,Gary Lucchesi
The Cave,Producer,Andrew Mason
Cyrus,Director,Mark Duplass
Cyrus,Director,Jay Duplass
Cyrus,Screenwriter,Mark Duplass
Cyrus,Screenwriter,Jay Duplass
Cyrus,Producer,Michael Costigan
The Merchant of Venice,Director,Michael Radford
Super 8,Producer,Steven Spielberg
Super 8,Producer,J.J. Abrams
Super 8,Producer,Bryan Burk
Super 8,Director,J.J. Abrams
Super 8,Screenwriter,J.J. Abrams
Shallow Hal,Director,Bobby Farrelly
Shallow Hal,Director,Peter Farrelly
Shallow Hal,Screenwriter,Sean Moynihan
Shallow Hal,Screenwriter,Bobby Farrelly
Shallow Hal,Screenwriter,Peter Farrelly
Shallow Hal,Producer,Bradley Thomas
Shallow Hal,Producer,Charles B. Wessler
Shallow Hal,Producer,Bobby Farrelly
Shallow Hal,Producer,Peter Farrelly
Bad Company,Director,Joel Schumacher
Alien: Resurrection,Director,Jean-Pierre Jeunet
Beyond the Sea,Director,Kevin Spacey
The Ice Storm,Director,Ang Lee
Man of the Year,Director,Barry Levinson
Man on Fire,Director,Tony Scott
Man on Fire,Producer,Arnon Milchan
Man on Fire,Producer,Tony Scott
Man on Fire,Producer,Lucas Foster
Man on Fire,Screenwriter,Brian Helgeland
The Man with the Iron Fists,Director,RZA
The Man with the Iron Fists,Screenwriter,RZA
The Man with the Iron Fists,Screenwriter,Eli Roth
The Man with the Iron Fists,Producer,Marc Abraham
The Man with the Iron Fists,Producer,Eric Newman
The Man with the Iron Fists,Producer,Eli Roth
Tammy,Director,Ben Falcone
Tammy,Screenwriter,Ben Falcone
Tammy,Screenwriter,Melissa McCarthy
Tammy,Producer,Will Ferrell
Tammy,Producer,Adam McKay
Tammy,Producer,Melissa McCarthy
Jumping the Broom,Producer,T.D. Jakes
Jumping the Broom,Producer,Curtis Wallace
Jumping the Broom,Producer,Tracy E. Edmonds
Jumping the Broom,Producer,Elizabeth Hunter
Jumping the Broom,Producer,Glendon Palmer
Jumping the Broom,Producer,Michael Mahoney
Jumping the Broom,Director,Salim Akil
Jumping the Broom,Screenwriter,Elizabeth Hunter
Jumping the Broom,Screenwriter,Arlene Gibbs
"Dude, Where's My Car?",Director,Danny Leiner
Vantage Point,Director,Pete Travis
Vantage Point,Screenwriter,Barry L. Levy
Vantage Point,Producer,Neal H. Moritz
The Lost World: Jurassic Park,Director,Steven Spielberg
The Lost World: Jurassic Park,Producer,Gerald R. Molen
The Lost World: Jurassic Park,Producer,Colin Wilson
The Lost World: Jurassic Park,Screenwriter,David Koepp
The Spectacular Now,Director,James Ponsoldt
The Spectacular Now,Producer,Tom McNulty
The Spectacular Now,Producer,Shawn Levy
The Spectacular Now,Producer,Andrew Lauren
The Spectacular Now,Producer,Michelle Krumm
The Spectacular Now,Screenwriter,Scott Neustadter
The Spectacular Now,Screenwriter,Michael H. Weber
The Perfect Host,Screenwriter,Nick Tomnay
The Perfect Host,Director,Nick Tomnay
The Perfect Host,Producer,Stacy Testro
The Perfect Host,Producer,Mark Victor
Take Me Home Tonight,Director,Michael Dowse
Take Me Home Tonight,Producer,Ryan Kavanaugh
Take Me Home Tonight,Producer,Jim Whitaker
Take Me Home Tonight,Producer,Sarah Bowen
Take Me Home Tonight,Screenwriter,Michael Dowse
Take Me Home Tonight,Screenwriter,Jackie Filgo
Take Me Home Tonight,Screenwriter,Jeff Filgo
2 For the Money,Director,D.J. Caruso
Charlotte's Web,Director,Gary Winick
Charlotte's Web,Screenwriter,Susannah Grant
Charlotte's Web,Screenwriter,Karey Kirkpatrick
Charlotte's Web,Producer,Jordan Kerner
AVP: Alien Vs. Predator,Director,Paul Anderson
Bright Star,Director,Jane Campion
The Dark Knight Rises,Director,Christopher Nolan
The Dark Knight Rises,Screenwriter,Christopher Nolan
The Dark Knight Rises,Producer,Christopher Nolan
The Dark Knight Rises,Screenwriter,Jonathan Nolan
The Dark Knight Rises,Producer,Emma Thomas
The Dark Knight Rises,Producer,Charles Roven
Raising Helen,Director,Garry Marshall
Raising Helen,Screenwriter,Jack Amiel
Raising Helen,Screenwriter,Michael Begler
Raising Helen,Producer,Ashok Amritraj
Raising Helen,Producer,David Hoberman
Step Up 2 the Streets,Director,Jon M. Chu
Step Up 2 the Streets,Screenwriter,Toni Ann Johnson
Step Up 2 the Streets,Screenwriter,Karen Barna
Step Up 2 the Streets,Producer,Patrick Wachsberger
Step Up 2 the Streets,Producer,Erik Feig
Step Up 2 the Streets,Producer,Adam Shankman
Step Up 2 the Streets,Producer,Jennifer Gibgot
eXistenZ,Director,David Cronenberg
Talladega Nights: The Ballad of Ricky Bobby,Director,Adam McKay
Talladega Nights: The Ballad of Ricky Bobby,Screenwriter,Will Ferrell
Talladega Nights: The Ballad of Ricky Bobby,Screenwriter,Adam McKay
Talladega Nights: The Ballad of Ricky Bobby,Producer,Jimmy Miller
Talladega Nights: The Ballad of Ricky Bobby,Producer,Judd Apatow
Cursed,Director,Wes Craven
The Puffy Chair,Director,Jay Duplass
The Puffy Chair,Director,Mark Duplass
The Puffy Chair,Screenwriter,Mark Duplass
The Puffy Chair,Screenwriter,Jay Duplass
Think Like a Man Too,Director,Tim Story
Think Like a Man Too,Director,Keith Merryman
Think Like a Man Too,Director,David Newman
Think Like a Man Too,Producer,Will Packer
There Goes My Baby,Director,Floyd Mutrux
Ladyhawke,Director,Richard Donner
Ladyhawke,Producer,Lauren Shuler Donner
Spellbound,Director,Alfred Hitchcock
Southland Tales,Director,Richard Kelly
Zookeeper,Producer,Todd Garner
Zookeeper,Producer,Kevin James
Zookeeper,Producer,Adam Sandler
Zookeeper,Producer,Jack Giarraputo
Zookeeper,Producer,Walt Becker
Zookeeper,Director,Frank Coraci
Zookeeper,Screenwriter,Nick Bakay
Zookeeper,Screenwriter,Rock Reuben
Zookeeper,Screenwriter,Kevin James
Zookeeper,Screenwriter,Jay Scherick
Zookeeper,Screenwriter,David Ronn
Driving Miss Daisy,Director,Bruce Beresford
Driving Miss Daisy,Producer,Richard D. Zanuck
Driving Miss Daisy,Producer,Lili Fini Zanuck
Driving Miss Daisy,Screenwriter,Alfred Uhry
Money Train,Director,Joseph Ruben
Paul Blart: Mall Cop,Director,Steve Carr
Paul Blart: Mall Cop,Screenwriter,Kevin James
Paul Blart: Mall Cop,Screenwriter,Nick Bakay
Paul Blart: Mall Cop,Producer,Todd Garner
Paul Blart: Mall Cop,Producer,Kevin James
Paul Blart: Mall Cop,Producer,Barry Bernardi
Paul Blart: Mall Cop,Producer,Adam Sandler
Paul Blart: Mall Cop,Producer,Jack Giarraputo
Beyond the Black Rainbow,Director,Panos Cosmatos
Beyond the Black Rainbow,Screenwriter,Panos Cosmatos
Beyond the Black Rainbow,Producer,Oliver Linsley
Beyond the Black Rainbow,Producer,Christya Nordstokke
Coyote Ugly,Director,David McNally
Coyote Ugly,Screenwriter,Gina Wendkos
Coyote Ugly,Producer,Jerry Bruckheimer
Coyote Ugly,Producer,Chad Oman
Fear and Loathing in Las Vegas,Director,Terry Gilliam
Fear and Loathing in Las Vegas,Screenwriter,Terry Gilliam
Fear and Loathing in Las Vegas,Screenwriter,Tony Grisoni
Fear and Loathing in Las Vegas,Screenwriter,Tod Davies
Fear and Loathing in Las Vegas,Screenwriter,Alex Cox
Fear and Loathing in Las Vegas,Producer,Laila Nabulsi
Fear and Loathing in Las Vegas,Producer,Patrick Cassavetti
Fear and Loathing in Las Vegas,Producer,Stephen Nemeth
Freaky Friday,Director,Mark Waters
Sanctum,Director,Alister Grierson
Sanctum,Screenwriter,John Garvin
Sanctum,Screenwriter,Andrew Wight
Sanctum,Producer,Andrew Wight
The Poker House,Screenwriter,David Alan Grier
The Poker House,Screenwriter,Lori Petty
The Poker House,Director,Lori Petty
Ghost World,Director,Terry Zwigoff
Mission to Mars,Director,Brian De Palma
Down Terrace,Producer,Andy Starke
Down Terrace,Director,Ben Wheatley
Down Terrace,Screenwriter,Ben Wheatley
Down Terrace,Screenwriter,Robin Hill
City by the Sea,Director,Michael Caton-Jones
City by the Sea,Screenwriter,Ken Hixon
City by the Sea,Producer,Brad Grey
City by the Sea,Producer,Elie Samaha
City by the Sea,Producer,Michael Caton-Jones
City by the Sea,Producer,Matthew Baer
The Prestige,Director,Christopher Nolan
The Prestige,Screenwriter,Christopher Nolan
The Prestige,Screenwriter,Jonathan Nolan
The Prestige,Producer,Aaron Ryder
The Prestige,Producer,Emma Thomas
The Prestige,Producer,Christopher Nolan
Womb,Screenwriter,Benedek Fliegauf
Womb,Director,Benedek Fliegauf
Womb,Producer,Roman Paul
Womb,Producer,Gerhard Meixner
Womb,Producer,Andras Muhi
Aberdeen,Director,Hans Petter Moland
Nutty Professor II: The Klumps,Director,Peter Segal
Congo,Director,Frank Marshall
Congo,Screenwriter,John Patrick Shanley
Congo,Producer,Kathleen Kennedy
Congo,Producer,Sam Mercer
Dry Spell,Director,Travis Legge
Dry Spell,Screenwriter,Travis Legge
Dry Spell,Screenwriter,Kyle Hoskins
Shutter Island,Director,Martin Scorsese
Shutter Island,Screenwriter,Laeta Kalogridis
Shutter Island,Producer,Mike Medavoy
Shutter Island,Producer,Arnold W. Messer
Shutter Island,Producer,Bradley J. Fischer
Shutter Island,Producer,Martin Scorsese
Atonement,Screenwriter,Christopher Hampton
Atonement,Director,Joe Wright
Another Earth,Director,Mike Cahill
Another Earth,Producer,Mike Cahill
Another Earth,Producer,Hunter Gray
Another Earth,Producer,Brit Marling
Another Earth,Producer,Nicholas Shumaker
Another Earth,Screenwriter,Mike Cahill
Another Earth,Screenwriter,Brit Marling
Kick-Ass,Director,Matthew Vaughn
Kick-Ass,Screenwriter,Jane Goldman
Kick-Ass,Screenwriter,Matthew Vaughn
Kick-Ass,Producer,Matthew Vaughn
Kick-Ass,Producer,Brad Pitt
Kick-Ass,Producer,Kris Thykier
Kick-Ass,Producer,Adam Bohling
Kick-Ass,Producer,Tarquin Pack
Kick-Ass,Producer,David Reid
The Straight Story,Director,David Lynch
Resident Evil: Afterlife 3D ,Director,Paul Anderson
Resident Evil: Afterlife 3D ,Producer,Paul W.S. Anderson
Resident Evil: Afterlife 3D ,Producer,Jeremy Bolt
Resident Evil: Afterlife 3D ,Producer,Robert Kulzer
Resident Evil: Afterlife 3D ,Producer,Don Carmody
Resident Evil: Afterlife 3D ,Producer,Bernd Eichinger
Resident Evil: Afterlife 3D ,Producer,Samuel Hadida
Resident Evil: Afterlife 3D ,Director,Paul W.S. Anderson
Resident Evil: Afterlife 3D ,Screenwriter,Paul W.S. Anderson
Dreamer: Inspired by a True Story,Director,John Gatins
Yi dai zong shi,Director,Wong Kar-wai
Yi dai zong shi,Screenwriter,Wong Kar-wai
Yi dai zong shi,Screenwriter,Zou Jingzhi
Yi dai zong shi,Screenwriter,Xu Haofeng
Yi dai zong shi,Producer,Wong Kar-wai
Yi dai zong shi,Producer,Jacky Pang
Basic Instinct 2,Director,Michael Caton-Jones
Transsiberian,Director,Brad Anderson
Fast and Furious 6,Director,Justin Lin
Fast and Furious 6,Screenwriter,Chris Morgan
Fast and Furious 6,Producer,Neal M. Moritz
Fast and Furious 6,Producer,Vin Diesel
Fast and Furious 6,Producer,Clayton Townsend
"Gone, Baby, Gone",Director,Ben Affleck
Shine,Director,Scott Hicks
Jet Li's Hero,Screenwriter,Chris Chow
Jet Li's Hero,Director,Yimou Zhang
In Dreams,Director,Neil Jordan
In Dreams,Screenwriter,Bruce Robinson
In Dreams,Screenwriter,Neil Jordan
In Dreams,Producer,Stephen Woolley
Flightplan,Director,Robert Schwentke
Flightplan,Screenwriter,Peter A. Dowling
Flightplan,Screenwriter,Billy Ray
Flightplan,Producer,Brian Grazer
Sgt. Bilko,Director,Jonathan Lynn
Mercury Rising,Director,Harold Becker
Blood Simple,Director,Joel Coen
Blood Simple,Producer,Ethan Coen
Blood Simple,Screenwriter,Joel Coen
Blood Simple,Screenwriter,Ethan Coen
Anchorman 2: The Legend Continues,Director,Adam McKay
Anchorman 2: The Legend Continues,Screenwriter,Adam McKay
Anchorman 2: The Legend Continues,Screenwriter,Will Ferrell
Anchorman 2: The Legend Continues,Producer,Judd Apatow
Anchorman 2: The Legend Continues,Producer,Will Ferrell
Anchorman 2: The Legend Continues,Producer,Adam McKay
Hellboy,Director,Guillermo Del Toro
Wag the Dog,Director,Barry Levinson
Wag the Dog,Screenwriter,David Mamet
For Your Eyes Only,Director,John Glen
For Your Eyes Only,Screenwriter,Michael G. Wilson
For Your Eyes Only,Producer,Albert R. Broccoli
Tarzan,Director,Kevin Lima
Tarzan,Director,Chirs Buck
Tarzan,Screenwriter,Tab Murphy
Tarzan,Screenwriter,Bob Tzudiker
Tarzan,Screenwriter,Noni White
The Postman Always Rings Twice,Director,Bob Rafelson
Harry Potter and the Chamber of Secrets,Director,Chris Columbus
Harry Potter and the Chamber of Secrets,Producer,David Heyman
Harry Potter and the Chamber of Secrets,Screenwriter,Steve Kloves
Barry Lyndon,Director,Stanley Kubrick
The Prince & Me,Director,Martha Coolidge
Flashdance,Director,Adrian Lyne
Proof of Life,Director,Taylor Hackford
Proof of Life,Screenwriter,Tony Gilroy
Proof of Life,Producer,Taylor Hackford
Proof of Life,Producer,Charles Mulvehill
Taken,Director,Pierre Morel
Taken,Screenwriter,Luc Besson
Taken,Screenwriter,Robert Mark Kamen
Taken,Producer,Luc Besson
Taken,Producer,Pierre-Ange Le Pogam
Taken,Producer,India Osborne
Charlie's Angels: Full Throttle,Director,Joseph McGinty Nichol
The Devil's Own,Director,Alan J. Pakula
The Devil's Own,Producer,Lawrence Gordon
The Devil's Own,Producer,Robert F. Colesberry
The Devil's Own,Screenwriter,Kevin Jarre
The Devil's Own,Screenwriter,Robert Mark Kamen
The Devil's Own,Screenwriter,David Aaron Cohen
The Devil's Own,Screenwriter,Vincent Patrick
Two Girls and a Guy,Director,James Toback
Two Girls and a Guy,Screenwriter,James Toback
Two Girls and a Guy,Producer,Edward R. Pressman
Two Girls and a Guy,Producer,Chris Hanley
Resident Evil: Retribution,Director,Paul W.S. Anderson
Resident Evil: Retribution,Screenwriter,Paul W.S. Anderson
Resident Evil: Retribution,Producer,Paul W.S. Anderson
Resident Evil: Retribution,Producer,Jeremy Bolt
Resident Evil: Retribution,Producer,Robert Kulzer
Resident Evil: Retribution,Producer,Don Carmody
Resident Evil: Retribution,Producer,Samuel Hadida
2001: A Space Odyssey,Director,Stanley Kubrick
Goldfinger,Director,Guy Hamilton
Goldfinger,Producer,Albert R. Broccoli
Horrible Bosses,Director,Seth Gordon
Horrible Bosses,Producer,Brett Ratner
Horrible Bosses,Producer,Jay Stern
Horrible Bosses,Screenwriter,Michael Markowitz
Horrible Bosses,Screenwriter,John Francis Daley
Horrible Bosses,Screenwriter,Jonathan Goldstein
Unforgiven,Director,Clint Eastwood
Unforgiven,Screenwriter,David Peoples
Unforgiven,Producer,Clint Eastwood
