Movie Name,Critical Label,Critic Rating,Audience Label,Audience Rating
The Glimmer Man,Rotten,13%,Spilled,39%
The Business of Strangers,Certified Fresh,80%,Spilled,52%
Mad Max Beyond Thunderdome,Fresh,81%,Spilled,50%
The Matrix Reloaded,Certified Fresh,73%,Upright,72%
Aimée & Jaguar,Certified Fresh,90%,Upright,87%
The Shaggy Dog,Rotten,26%,Spilled,40%
Midnight in the Garden of Good and Evil,Rotten,47%,Upright,66%
Ride With the Devil,Fresh,64%,Upright,66%
The Soloist,Rotten,56%,Spilled,57%
One for the Money,Rotten,2%,Spilled,43%
World War Z,Fresh,68%,Upright,72%
Nancy Drew,Rotten,50%,Spilled,59%
Trees Lounge,Fresh,81%,Upright,79%
The Last Sin Eater,Rotten,19%,Upright,72%
The Last Shot,Fresh,61%,Spilled,32%
Jobs,Rotten,27%,Spilled,41%
The Best Years of Our Lives,Certified Fresh,98%,Upright,92%
A Very Harold & Kumar 3D Christmas,Fresh,68%,Spilled,59%
Horton Hears a Who,Certified Fresh,79%,Upright,73%
Sin City: A Dame to Kill For,Rotten,45%,Upright,60%
Duplex,Rotten,35%,Spilled,41%
The Nut Job,Rotten,10%,Spilled,45%
The Four Seasons,Fresh,75%,Upright,75%
28 Weeks Later,Fresh,71%,Upright,67%
Strangers with Candy,Rotten,52%,Spilled,55%
Blindness,Rotten,43%,Spilled,47%
Chairman of the Board,Rotten,13%,Spilled,19%
Laws of Attraction,Rotten,17%,Spilled,47%
The Beach,Rotten,19%,Spilled,58%
The Land Before Time,Fresh,74%,Upright,78%
Bringing Out The Dead,Certified Fresh,71%,Upright,71%
The Ballad of Cable Hogue,Fresh,93%,Upright,81%
Sleepy Hollow,Fresh,67%,Upright,80%
Soul Plane,Rotten,18%,Spilled,52%
When a Stranger Calls,Rotten,9%,Spilled,44%
Not Another Teen Movie,Rotten,28%,Spilled,56%
The City of Your Final Destination,Rotten,38%,Spilled,38%
Maid in Manhattan,Rotten,39%,Spilled,43%
You Will Meet a Tall Dark Stranger,Rotten,46%,Spilled,34%
Osmosis Jones,Rotten,55%,Spilled,41%
Network,Certified Fresh,91%,Upright,94%
Nowhere to Run,Rotten,25%,Spilled,32%
The Stepford Wives,Rotten,26%,Spilled,30%
Solitary Man,Certified Fresh,81%,Spilled,50%
Soul Men,Rotten,44%,Spilled,58%
What Planet Are You From?,Rotten,42%,Spilled,28%
The Last Samurai,Fresh,65%,Upright,83%
Beauty Shop,Rotten,37%,Upright,63%
Mad Max,Certified Fresh,95%,Upright,71%
Gun Shy,Rotten,24%,Spilled,37%
The Players Club,Rotten,31%,Upright,87%
Nighthawks,Fresh,73%,Spilled,55%
The Legend of Hercules,Rotten,3%,Spilled,35%
The Island of Dr. Moreau,Rotten,23%,Spilled,20%
Flight of the Phoenix,Rotten,30%,Spilled,41%
Ladder 49,Rotten,40%,Upright,82%
The Eagle,Rotten,39%,Spilled,41%
Chill Factor,Rotten,11%,Spilled,31%
Tinker Tailor Soldier Spy,Certified Fresh,83%,Upright,65%
Fetching Cody,Rotten,0%,Upright,71%
Killer Elite,Rotten,25%,Spilled,43%
Astro Boy,Rotten,49%,Spilled,50%
Rebound,Rotten,13%,Spilled,38%
Harley Davidson and the Marlboro Man,Rotten,24%,Upright,66%
Hot Fuzz,Certified Fresh,91%,Upright,89%
A Bug's Life,Certified Fresh,92%,Upright,72%
The Muppet Christmas Carol,Fresh,69%,Upright,86%
Cama adentro,Fresh,100%,Upright,75%
The Chumscrubber,Rotten,35%,Upright,76%
Snow Flower and the Secret Fan,Rotten,21%,Spilled,48%
Defiance,Rotten,57%,Upright,73%
Flawless,Rotten,44%,Spilled,54%
Hope Springs,Certified Fresh,74%,Spilled,56%
Gremlins,Certified Fresh,84%,Upright,77%
Funny People,Fresh,68%,Spilled,48%
The Devil Inside,Rotten,6%,Spilled,22%
Fascination,Rotten,4%,Spilled,24%
Charlie St. Cloud,Rotten,27%,Upright,61%
Fido,Fresh,71%,Upright,72%
Woo,Rotten,10%,Upright,66%
Nine 1-2 Weeks,Fresh,64%,Spilled,56%
Diary of a Wimpy Kid,Rotten,53%,Spilled,49%
R.I.P.D.,Certified Fresh,77%,Spilled,42%
This Means War,Rotten,26%,Spilled,57%
Get on the Bus,Certified Fresh,88%,Upright,72%
A Simple Wish,Rotten,25%,Spilled,42%
Date Night,Fresh,67%,Spilled,55%
The Visitor,Certified Fresh,89%,Upright,84%
Robin Hood: Prince of Thieves,Rotten,50%,Upright,73%
Me and Orson Welles,Certified Fresh,85%,Upright,61%
The Mighty Ducks,Rotten,15%,Upright,65%
The Adventures of Sharkboy and Lavagirl in 3-D,Rotten,20%,Spilled,32%
Buffalo '66,Certified Fresh,78%,Upright,88%
Abraham Lincoln: Vampire Hunter,Rotten,35%,Spilled,51%
Fireproof,Rotten,40%,Upright,83%
Vampires,Rotten,36%,Spilled,48%
Alex & Emma,Rotten,11%,Spilled,41%
The Way Way Back,Certified Fresh,85%,Upright,84%
A View to a Kill,Rotten,36%,Spilled,41%
The Smurfs 2,Rotten,14%,Spilled,58%
The Craft,Rotten,50%,Upright,65%
The Best Man,Fresh,72%,Upright,87%
Solaris,Fresh,66%,Spilled,59%
The Dead Zone,Fresh,90%,Upright,76%
16 Blocks,Rotten,55%,Spilled,58%
Mad City,Rotten,37%,Spilled,43%
The Sisterhood of the Traveling Pants 2,Fresh,64%,Upright,66%
Ace Ventura: When Nature Calls,Rotten,33%,Upright,72%
Star Wars Ep. V: The Empire Strikes Back,Certified Fresh,96%,Upright,97%
Secretariat,Fresh,64%,Upright,76%
Dinosaur,Fresh,65%,Spilled,47%
Ishtar,Rotten,26%,Spilled,38%
Harsh Times,Rotten,48%,Spilled,56%
The Family,Rotten,29%,Spilled,42%
Hoot,Rotten,26%,Spilled,56%
Rob Roy,Fresh,72%,Upright,76%
Mean Girls,Certified Fresh,83%,Upright,66%
We Were Soldiers,Fresh,63%,Upright,84%
Friday the 13th Part VIII: Jason Takes Manhattan,Rotten,9%,Spilled,28%
Teeth,Certified Fresh,79%,Spilled,45%
You Got Served,Rotten,16%,Upright,69%
Gangster Squad,Rotten,32%,Spilled,57%
Ulee's Gold,Certified Fresh,94%,Upright,74%
The Thin Red Line,Certified Fresh,79%,Upright,80%
Red Dragon,Fresh,69%,Upright,74%
Just Go With It,Rotten,19%,Spilled,59%
The Glass House,Rotten,21%,Spilled,40%
From Paris With Love,Rotten,37%,Spilled,54%
Felicia's Journey,Certified Fresh,88%,Upright,70%
The Man with the Iron Fists,Rotten,49%,Spilled,40%
The Ballad of Jack and Rose,Rotten,47%,Upright,63%
The Hours,Certified Fresh,81%,Upright,85%
Alvin and the Chipmunks: Chipwrecked,Rotten,12%,Spilled,52%
American Wedding,Rotten,55%,Upright,63%
The Matrix Revolutions,Rotten,36%,Upright,61%
Last Action Hero,Rotten,38%,Spilled,46%
Murderball,Certified Fresh,98%,Upright,89%
What's Eating Gilbert Grape,Certified Fresh,89%,Upright,89%
17 Again,Rotten,55%,Upright,67%
Michael Jackson's This Is It,Certified Fresh,81%,Upright,82%
Noah,Certified Fresh,77%,Spilled,43%
"House of the Devil, The",Certified Fresh,86%,Upright,62%
Seabiscuit,Certified Fresh,77%,Upright,76%
The Fast and the Furious: Tokyo Drift,Rotten,36%,Upright,71%
Soul Survivors,Rotten,4%,Spilled,27%
Creepshow,Fresh,69%,Upright,69%
Bug,Fresh,61%,Spilled,34%
Beginners,Certified Fresh,84%,Upright,77%
Crank,Fresh,61%,Upright,71%
The 13th Warrior,Rotten,33%,Upright,66%
The Replacements,Rotten,40%,Upright,67%
Hoodwinked,Rotten,46%,Spilled,56%
Tea with Mussolini,Fresh,65%,Upright,77%
Ultraviolet,Rotten,9%,Spilled,30%
Mighty Joe Young,Rotten,52%,Spilled,40%
Evil Dead II,Certified Fresh,98%,Upright,89%
Cheaper by the Dozen,Rotten,23%,Spilled,57%
Marvin's Room,Certified Fresh,80%,Upright,62%
The Guru,Rotten,57%,Spilled,40%
The Losers,Rotten,49%,Spilled,54%
MacGruber,Rotten,47%,Spilled,34%
Turbo,Fresh,67%,Upright,66%
Elizabeth,Certified Fresh,81%,Upright,87%
Superman Returns,Certified Fresh,76%,Upright,61%
The Children of Huang Shi,Rotten,30%,Upright,66%
Lolita (1962),Fresh,98%,Upright,84%
The Amazing Spider-Man 2,Rotten,53%,Upright,68%
Pirates of the Caribbean: On Stranger Tides,Rotten,33%,Spilled,54%
God's Army,Rotten,50%,Upright,69%
The Firm,Certified Fresh,75%,Upright,64%
Tarzan,Certified Fresh,88%,Upright,73%
2016: Obamas America,Rotten,26%,Upright,73%
Ghost,Certified Fresh,74%,Upright,81%
Maria Full of Grace,Certified Fresh,97%,Upright,87%
Escape from New York,Certified Fresh,83%,Upright,77%
Dark Shadows,Rotten,37%,Spilled,46%
City of Ghosts,Rotten,47%,Spilled,47%
The Weather Man,Rotten,58%,Spilled,56%
Ladyhawke,Fresh,67%,Upright,74%
20 Dates,Rotten,38%,Spilled,49%
Sicko,Certified Fresh,92%,Upright,87%
Identity,Fresh,62%,Upright,75%
Higher Ground,Certified Fresh,80%,Upright,62%
Life as a House,Rotten,47%,Upright,89%
Why Did I Get Married Too?,Rotten,26%,Upright,67%
Mr. Nice Guy,Rotten,43%,Spilled,44%
The Hunger Games: Catching Fire,Certified Fresh,89%,Upright,90%
Alex Cross,Rotten,12%,Spilled,48%
The Dead Girl,Certified Fresh,75%,Upright,65%
In the Land of Women,Rotten,43%,Spilled,52%
Subway,Fresh,86%,Upright,75%
City by the Sea,Rotten,48%,Spilled,41%
The Perfect Game,Rotten,57%,Upright,68%
The Mighty Macs,Rotten,46%,Upright,64%
Circumstance,Certified Fresh,86%,Upright,68%
Riding Giants,Certified Fresh,93%,Upright,94%
Boogeyman,Rotten,13%,Spilled,21%
Beavis and Butt-head Do America,Fresh,72%,Upright,70%
Company Man,Rotten,14%,Spilled,47%
Where the Wild Things Are,Fresh,72%,Spilled,57%
Joe Dirt,Rotten,11%,Upright,64%
Alpha and Omega 3D,Rotten,16%,Spilled,41%
Drumline,Certified Fresh,82%,Upright,70%
The Siege,Rotten,45%,Spilled,54%
Moonraker,Fresh,62%,Spilled,43%
Justin Bieber: Never Say Never,Fresh,64%,Upright,65%
Skyline,Rotten,15%,Spilled,18%
Monsoon Wedding,Certified Fresh,95%,Upright,87%
Saving Private Ryan,Certified Fresh,93%,Upright,95%
The Skulls,Rotten,9%,Spilled,44%
The Devil's Double,Rotten,52%,Upright,65%
Jay and Silent Bob Strike Back,Rotten,53%,Upright,75%
Play it to the Bone,Rotten,12%,Spilled,26%
Return to the Blue Lagoon,Rotten,0%,Spilled,42%
November,Rotten,32%,Spilled,41%
Filly Brown,Rotten,45%,Upright,73%
The Hunger Games,Certified Fresh,84%,Upright,81%
Man on Fire,Rotten,39%,Upright,90%
The Divine Secrets of the Ya-Ya Sisterhood,Rotten,44%,Upright,65%
The Tale of Despereaux,Rotten,56%,Spilled,45%
The Five-Year Engagement,Fresh,63%,Spilled,52%
Ta Ra Rum Pum,Fresh,67%,Upright,72%
Far From Heaven,Certified Fresh,87%,Upright,79%
Betty Fisher et autres histoires,Certified Fresh,92%,Spilled,59%
Duma,Certified Fresh,93%,Upright,79%
Johnson Family Vacation,Rotten,6%,Spilled,43%
Birthday Girl,Rotten,58%,Spilled,40%
The Dark Knight Rises,Certified Fresh,88%,Upright,90%
Brazil,Certified Fresh,98%,Upright,90%
Baby's Day Out,Rotten,21%,Spilled,52%
Welcome to Mooseport,Rotten,13%,Spilled,19%
Le Havre,Certified Fresh,99%,Upright,75%
The Kite Runner,Fresh,65%,Upright,85%
Femme Fatale,Rotten,48%,Spilled,49%
(500) Days of Summer,Certified Fresh,86%,Upright,84%
Reds,Fresh,94%,Upright,83%
Dreamgirls,Certified Fresh,78%,Upright,71%
The Boy in the Striped Pajamas,Fresh,63%,Upright,85%
Capote,Certified Fresh,90%,Upright,81%
Not Easily Broken,Rotten,33%,Upright,67%
Stealth,Rotten,13%,Spilled,40%
Veronica Mars,Certified Fresh,78%,Upright,82%
Auto Focus,Fresh,72%,Upright,60%
The Change-Up,Rotten,25%,Spilled,47%
The Adventures of Elmo in Grouchland,Certified Fresh,77%,Upright,63%
Dark Water,Rotten,46%,Spilled,28%
To Rome with Love,Rotten,43%,Spilled,41%
Year One,Rotten,14%,Spilled,23%
Last Man Standing,Rotten,37%,Spilled,52%
Sinbad: Legend of the Seven Seas,Rotten,46%,Spilled,56%
The Long Riders,Fresh,78%,Upright,73%
The Wild,Rotten,20%,Spilled,36%
Bringing Down the House,Rotten,34%,Spilled,50%
Lady in White,Fresh,67%,Upright,68%
Get Real,Certified Fresh,78%,Upright,84%
Blade Runner,Certified Fresh,91%,Upright,91%
Spawn,Rotten,19%,Spilled,37%
The Lone Ranger,Rotten,31%,Spilled,52%
Our Family Wedding,Rotten,13%,Spilled,48%
Atonement,Certified Fresh,83%,Upright,80%
My Best Friend's Wedding,Certified Fresh,71%,Upright,74%
Mary Reilly,Rotten,26%,Spilled,40%
Halloween 5: The Revenge of Michael Myers,Rotten,14%,Spilled,40%
Made,Fresh,71%,Upright,68%
Daddy Day Camp,Rotten,1%,Spilled,38%
Little Voice,Certified Fresh,79%,Upright,75%
Because of Winn-Dixie,Rotten,54%,Upright,64%
"Crazy, Stupid, Love",Certified Fresh,78%,Upright,77%
Smokin' Aces,Rotten,29%,Upright,62%
Rio 2,Rotten,48%,Upright,60%
Serving Sara,Rotten,4%,Spilled,27%
Reign of Fire,Rotten,40%,Spilled,49%
Faster,Rotten,43%,Spilled,49%
Next Friday,Rotten,20%,Upright,77%
21 and Over,Rotten,28%,Spilled,47%
Immortals,Rotten,35%,Spilled,49%
The Addams Family,Fresh,60%,Upright,66%
August:  Osage County,Fresh,64%,Upright,67%
Anna Karenina,Fresh,63%,Spilled,50%
Beyond the Mat,Certified Fresh,82%,Upright,83%
Oliver Twist,Fresh,60%,Upright,63%
The Heat,Fresh,65%,Upright,72%
Winnie the Pooh,Certified Fresh,90%,Upright,80%
Frida,Certified Fresh,76%,Upright,86%
Hamlet 2,Fresh,62%,Spilled,55%
Capitalism: A Love Story,Certified Fresh,75%,Upright,73%
27 Dresses,Rotten,41%,Spilled,57%
Diamonds,Rotten,26%,Spilled,29%
Der Baader Meinhof Komplex,Certified Fresh,85%,Upright,80%
The Devil's Rejects,Rotten,53%,Upright,79%
51 Birch Street,Fresh,97%,Upright,88%
Blood Work,Rotten,53%,Spilled,40%
Something Borrowed,Rotten,15%,Spilled,48%
Batman Returns,Certified Fresh,81%,Upright,72%
Murder by Numbers,Rotten,31%,Spilled,50%
Bottle Rocket,Certified Fresh,85%,Upright,80%
The Wolf of Wall Street,Certified Fresh,77%,Upright,82%
Walk the Line,Certified Fresh,82%,Upright,90%
Celebrity,Rotten,41%,Spilled,43%
Joyful Noise,Rotten,33%,Upright,66%
Adam,Fresh,64%,Upright,72%
Showgirls,Rotten,17%,Spilled,36%
Little Women,Fresh,90%,Upright,84%
The Informant,Certified Fresh,79%,Spilled,43%
Collateral,Certified Fresh,86%,Upright,84%
Margin Call,Certified Fresh,88%,Upright,74%
Glitter,Rotten,7%,Spilled,46%
Party Monster,Rotten,29%,Upright,76%
Secondhand Lions,Rotten,59%,Upright,84%
The Sentinel,Rotten,33%,Spilled,40%
Snow White and the Seven Dwarfs,Certified Fresh,98%,Upright,77%
Soldier,Rotten,10%,Spilled,43%
Saw 3D,Rotten,37%,Spilled,55%
Final Destination 3,Rotten,43%,Spilled,58%
"Lock, Stock and Two Smoking Barrels",Certified Fresh,76%,Upright,93%
Star Trek II: The Wrath of Khan,Certified Fresh,90%,Upright,90%
The Prince of Tides,Fresh,73%,Upright,71%
The Big Tease,Rotten,56%,Spilled,55%
Pandorum,Rotten,28%,Spilled,48%
The Phantom,Rotten,43%,Spilled,30%
The Story of Us,Rotten,28%,Spilled,59%
Pet Sematary,Rotten,43%,Upright,60%
Broken Vessels,Fresh,67%,Upright,67%
Gamer,Rotten,29%,Spilled,39%
Black Christmas,Rotten,14%,Spilled,38%
Shine,Fresh,90%,Upright,90%
Silver Bullet,Rotten,50%,Spilled,56%
Bobby,Rotten,46%,Upright,73%
The Cry of the Owl,Rotten,11%,Spilled,19%
Nine,Rotten,37%,Spilled,37%
Kung Fu Hustle,Certified Fresh,90%,Upright,89%
Draft Day,Fresh,62%,Upright,68%
The Boondock Saints,Rotten,20%,Upright,91%
Admission,Rotten,38%,Spilled,33%
The Legend of Bagger Vance,Rotten,43%,Upright,66%
Star Trek: The Motion Picture,Rotten,45%,Spilled,42%
Get Him to the Greek,Certified Fresh,73%,Upright,62%
Ballistic: Ecks vs. Sever,Rotten,0%,Spilled,17%
Fantastic Four: Rise of the Silver Surfer,Rotten,37%,Spilled,51%
De-Lovely,Rotten,48%,Upright,66%
Premium Rush,Certified Fresh,76%,Upright,60%
Hollow Man,Rotten,27%,Spilled,27%
Batman Forever,Rotten,41%,Spilled,33%
Sucker Punch,Rotten,23%,Spilled,47%
Les Triplettes de Belleville,Certified Fresh,94%,Upright,90%
Gracie,Fresh,60%,Spilled,58%
Paycheck,Rotten,27%,Spilled,46%
Black and White,Rotten,39%,Spilled,30%
The Bourne Supremacy,Certified Fresh,81%,Upright,90%
Gremlins 2: The New Batch,Fresh,69%,Spilled,57%
Bride Wars,Rotten,10%,Spilled,52%
The Forsaken,Rotten,7%,Spilled,40%
Mickey Blue Eyes,Rotten,45%,Spilled,42%
The Invasion,Rotten,19%,Spilled,41%
Scream 2,Certified Fresh,81%,Spilled,56%
The Caveman's Valentine,Rotten,46%,Spilled,53%
U-571,Fresh,68%,Upright,61%
Keeping Up with the Steins,Rotten,37%,Spilled,38%
The Replacement Killers,Rotten,36%,Spilled,48%
Beloved,Certified Fresh,78%,Upright,72%
Black Snake Moan,Fresh,66%,Upright,69%
Memoirs of an Invisible Man,Rotten,23%,Spilled,31%
Akira,Certified Fresh,87%,Upright,90%
Darkness,Rotten,4%,Spilled,31%
The Inbetweeners,Rotten,54%,Upright,71%
Ben-Hur,Fresh,100%,Upright,85%
Superman IV: The Quest for Peace,Rotten,12%,Spilled,16%
The Machinist,Certified Fresh,77%,Upright,83%
Say It Isn't So,Rotten,9%,Spilled,32%
The Wedding Planner,Rotten,17%,Spilled,59%
Forgetting Sarah Marshall,Certified Fresh,84%,Upright,76%
Rize,Certified Fresh,83%,Upright,85%
Tin Cup,Fresh,69%,Upright,65%
The Other Woman,Rotten,24%,Upright,60%
The Magic Flute,Fresh,71%,Upright,65%
The Corruptor,Rotten,49%,Spilled,44%
MirrorMask,Rotten,54%,Upright,80%
Sweet November,Rotten,16%,Upright,77%
Snow Falling on Cedars,Rotten,40%,Upright,68%
Heartbreakers,Rotten,53%,Spilled,51%
Chasing Mavericks,Rotten,31%,Upright,71%
The Sweet Hereafter,Certified Fresh,100%,Upright,86%
55 Days at Peking,Rotten,57%,Spilled,53%
The Bachelor,Rotten,9%,Spilled,28%
And When Did You Last See Your Father?,Certified Fresh,72%,Upright,64%
About Last Night,Fresh,68%,Upright,68%
Jackass Presents: Bad Grandpa,Fresh,60%,Upright,62%
The Insider,Certified Fresh,96%,Upright,91%
Hostage,Rotten,35%,Upright,62%
I Now Pronounce You Chuck and Larry,Rotten,14%,Upright,69%
Charlie's Angels,Fresh,67%,Spilled,45%
American Gangster,Certified Fresh,80%,Upright,87%
Arthur Christmas,Certified Fresh,91%,Upright,76%
How to Deal,Rotten,28%,Upright,65%
Jersey Boys,Rotten,53%,Upright,68%
Bless the Child,Rotten,3%,Spilled,43%
Won't Back Down,Rotten,33%,Upright,62%
The Incredibly True Adventure of Two Girls in Love,Fresh,67%,Upright,69%
Lone Survivor,Certified Fresh,75%,Upright,88%
Marmaduke,Rotten,9%,Spilled,42%
The Expendables 3,Rotten,33%,Spilled,51%
Cruel Intentions,Rotten,49%,Upright,81%
Mar adentro,Certified Fresh,84%,Upright,92%
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Rotten,31%,Upright,68%
Rambo,Rotten,37%,Upright,69%
The Longest Day,Fresh,92%,Upright,91%
Varsity Blues,Rotten,40%,Upright,77%
New York Stories,Fresh,73%,Spilled,57%
The Love Letter,Rotten,33%,Spilled,39%
Autumn in New York,Rotten,20%,Spilled,55%
Daylight,Rotten,21%,Spilled,37%
Savages,Rotten,51%,Spilled,55%
Summer of Sam,Rotten,50%,Upright,60%
The Full Monty,Certified Fresh,95%,Upright,79%
Kill Bill: Volume 1,Certified Fresh,85%,Upright,80%
Better Luck Tomorrow,Certified Fresh,81%,Upright,79%
Transformers: Dark of the Moon,Rotten,36%,Spilled,56%
A Sound of Thunder,Rotten,6%,Spilled,18%
Torn Curtain,Fresh,65%,Spilled,53%
Cradle Will Rock,Fresh,64%,Upright,72%
Grown Ups 2,Rotten,7%,Spilled,54%
Vertical Limit,Rotten,48%,Spilled,42%
Lovely and Amazing,Certified Fresh,86%,Upright,63%
Scott Pilgrim vs. The World,Certified Fresh,82%,Upright,83%
Richard III,Certified Fresh,96%,Upright,86%
Good,Rotten,33%,Spilled,32%
She's Out of My League,Rotten,58%,Spilled,59%
The Perfect Storm,Rotten,47%,Upright,64%
Holy Man,Rotten,12%,Spilled,24%
Mama,Fresh,65%,Spilled,56%
Run Lola Run,Certified Fresh,93%,Upright,90%
The Amazing Spider-Man,Certified Fresh,73%,Upright,77%
Extraordinary Measures,Rotten,28%,Spilled,54%
No End In Sight,Certified Fresh,95%,Upright,94%
Boyz n the Hood,Certified Fresh,96%,Upright,93%
Good Luck Chuck,Rotten,5%,Spilled,57%
Training Day,Fresh,72%,Upright,89%
Traitor,Fresh,63%,Upright,64%
Jennifer's Body,Rotten,42%,Spilled,34%
Gattaca,Certified Fresh,82%,Upright,87%
Herbie: Fully Loaded,Rotten,41%,Spilled,39%
Elmer Gantry,Fresh,96%,Upright,86%
Saving Mr. Banks,Certified Fresh,80%,Upright,85%
Father's Day,Rotten,25%,Spilled,25%
The Dukes of Hazzard,Rotten,13%,Spilled,47%
Kissing Jessica Stein,Certified Fresh,84%,Upright,65%
Teacher's Pet: The Movie,Certified Fresh,76%,Spilled,46%
Charlotte's Web,Certified Fresh,78%,Upright,62%
The Indian in the Cupboard,Fresh,70%,Spilled,39%
Hitch,Fresh,69%,Upright,62%
Jeepers Creepers,Rotten,45%,Spilled,48%
Looper,Certified Fresh,93%,Upright,82%
The Man From Snowy River,Fresh,80%,Upright,90%
Pitch Perfect,Certified Fresh,81%,Upright,83%
The World's End,Certified Fresh,89%,Upright,72%
Drowning Mona,Rotten,29%,Spilled,46%
FUR: An Imaginary Portrait of Diane Arbus,Rotten,32%,Upright,64%
Pain & Gain,Rotten,50%,Spilled,47%
A Million Ways to Die in The West,Rotten,33%,Spilled,43%
Indiana Jones and the Kingdom of the Crystal Skull,Certified Fresh,78%,Spilled,54%
The Last of the Mohicans,Fresh,94%,Upright,88%
Resident Evil: Retribution,Rotten,31%,Spilled,51%
Stargate,Rotten,48%,Upright,74%
Flatliners,Rotten,48%,Upright,60%
The Darkest Hour,Rotten,12%,Spilled,26%
The Lion of Judah,Rotten,0%,Upright,63%
Harold & Kumar Go to White Castle,Fresh,74%,Upright,80%
Analyze That,Rotten,27%,Spilled,39%
Sunshine Cleaning,Certified Fresh,72%,Upright,62%
August,Rotten,35%,Spilled,22%
Harry Potter and the Prisoner of Azkaban,Certified Fresh,91%,Upright,86%
Anger Management,Rotten,43%,Upright,60%
Children of Men,Certified Fresh,93%,Upright,84%
Mommie Dearest,Rotten,55%,Upright,74%
Safety Not Guaranteed,Certified Fresh,91%,Upright,80%
Cats & Dogs: The Revenge of Kitty Galore,Rotten,14%,Spilled,38%
My Stepmother Is an Alien,Rotten,13%,Spilled,30%
Star Trek IV: The Voyage Home,Fresh,85%,Upright,81%
Come Early Morning,Certified Fresh,83%,Spilled,48%
Drag Me To Hell,Certified Fresh,92%,Upright,62%
Waking Ned Devine,Certified Fresh,83%,Upright,88%
The Other Guys,Certified Fresh,79%,Spilled,59%
Friday the 13th Part VI: Jason Lives,Rotten,54%,Spilled,51%
Lara Croft: Tomb Raider: The Cradle of Life,Rotten,24%,Spilled,45%
Fright Night,Certified Fresh,72%,Spilled,59%
13 Going On 30,Fresh,64%,Upright,71%
Little Man,Rotten,12%,Spilled,55%
Courageous,Rotten,30%,Upright,86%
Apocalypto,Fresh,65%,Upright,79%
Crossroads,Rotten,14%,Spilled,39%
Up,Certified Fresh,98%,Upright,90%
Fatal Attraction,Certified Fresh,78%,Upright,71%
Primary Colors,Certified Fresh,80%,Upright,64%
The Divide,Rotten,26%,Spilled,37%
Bounce,Rotten,52%,Spilled,33%
Hanna,Fresh,72%,Upright,66%
"I, Robot",Rotten,58%,Upright,70%
The Blue Butterfly,Rotten,44%,Upright,64%
Catch Me if You Can,Certified Fresh,96%,Upright,89%
Hedwig and the Angry Inch,Certified Fresh,92%,Upright,93%
Jumping the Broom,Rotten,56%,Spilled,59%
Big Trouble,Rotten,48%,Spilled,54%
Trekkies,Certified Fresh,86%,Upright,71%
Cinderella,Fresh,97%,Upright,80%
8 femmes,Certified Fresh,79%,Upright,76%
Cloudy with a Chance of Meatballs 2,Fresh,70%,Upright,67%
Losin' It,Rotten,22%,Spilled,31%
Soul Surfer,Rotten,46%,Upright,76%
Silent Hill: Revelation 3D,Rotten,5%,Spilled,36%
How Stella Got Her Groove Back,Rotten,48%,Upright,68%
The House Bunny,Rotten,41%,Spilled,51%
The Interpreter,Rotten,56%,Spilled,55%
Michael Collins,Certified Fresh,77%,Upright,84%
Halloween II,Rotten,29%,Upright,64%
Evan Almighty,Rotten,23%,Spilled,52%
A Funny Thing Happened on the Way to the Forum,Fresh,82%,Upright,79%
The Tree of Life,Certified Fresh,84%,Upright,60%
Ramona and Beezus,Certified Fresh,70%,Upright,72%
The Fantastic Mr. Fox,Certified Fresh,92%,Upright,84%
Charlie Bartlett,Rotten,56%,Upright,71%
Oz the Great and Powerful,Rotten,59%,Spilled,56%
Original Sin,Rotten,12%,Upright,62%
Taking Woodstock,Rotten,48%,Spilled,47%
The Rocker,Rotten,41%,Spilled,47%
Can't Stop the Music,Rotten,8%,Spilled,39%
St. Trinian's,Rotten,31%,Spilled,55%
Bogus,Rotten,40%,Spilled,46%
Taxi to the Dark Side,Certified Fresh,100%,Upright,88%
The Country Bears,Rotten,30%,Spilled,33%
American Psycho,Fresh,67%,Upright,85%
Brown Sugar,Fresh,66%,Upright,91%
The Fan,Rotten,38%,Spilled,35%
The Painted Veil,Certified Fresh,74%,Upright,85%
Wanderlust,Rotten,59%,Spilled,40%
The Salton Sea,Fresh,62%,Upright,83%
Million Dollar Arm,Fresh,62%,Upright,75%
Dark Skies,Rotten,39%,Spilled,49%
The Young Victoria,Certified Fresh,76%,Upright,74%
Twin Falls Idaho,Certified Fresh,78%,Upright,84%
The Road to Perdition,Certified Fresh,81%,Upright,86%
X-Men: First Class,Certified Fresh,87%,Upright,87%
Waiting for Guffman,Certified Fresh,91%,Upright,91%
Speed II: Cruise Control,Rotten,3%,Spilled,16%
Miracle at St. Anna,Rotten,34%,Spilled,51%
Tucker & Dale vs. Evil,Certified Fresh,84%,Upright,84%
Blades of Glory,Fresh,69%,Upright,69%
Agora,Rotten,53%,Upright,65%
Practical Magic,Rotten,20%,Upright,73%
Batman Begins,Certified Fresh,85%,Upright,94%
Tower Heist,Fresh,68%,Spilled,49%
What Women Want,Rotten,54%,Spilled,54%
Meteor,Rotten,8%,Spilled,13%
Equilibrium,Rotten,37%,Upright,82%
What Happens in Vegas...,Rotten,27%,Upright,65%
Mars Needs Moms,Rotten,37%,Spilled,41%
Godsend,Rotten,4%,Spilled,21%
Body Double,Fresh,79%,Upright,64%
