Movie Name,Release Date,Genre,Budget,Gross,RT Critic Label,RT Critic Rating,RT Audience Label,RT Audience Rating,IMDB Rating,Directors,Producers,Sreenwriters,Actors
Monsters vs. Aliens, 2009/3/27,Adventure,175000000.0,198351526.0,Fresh,72%,Spilled,59%,6.6,Rob Letterman|Conrad Vernon,Lisa Stewart,Maya Forbes|Wallace Wolodarsky|Rob Letterman|Jonathan Aibel|Glenn Berger,Reese Witherspoon|Seth Rogen|Hugh Laurie|Will Arnett|Kiefer Sutherland
Martha Marcy May Marlene, 2011/10/21,Thriller/Suspense,1000000.0,2981038.0,Certified Fresh,90%,Upright,71%,7.0,Sean Durkin,Josh Mond|Antonio Campos|Chris Maybach|Patrick Cunningham,Sean Durkin,Elizabeth Olsen|Christopher Abbott|Brady Corbet|Hugh Dancy|Maria Dizzia
Black and White, 2000/4/5,Drama,10000000.0,5241315.0,Rotten,39%,Spilled,30%,8.4,James Toback,Michael Mailer|Daniel Bigel|Ron Rotholz,James Toback,"Robert Downey, Jr.|Gabby Hofmann|Jared Leto|Joe Pantoliano|Raekwon"
Gangs of New York, 2002/12/20,Drama,97000000.0,77730500.0,Certified Fresh,75%,Upright,81%,7.5,Martin Scorsese,Alberto Grimaldi|Harvey Weinstein,Jay Cocks|Steve Zaillian|Kenneth Lonergan,Leonardo DiCaprio|Daniel Day-Lewis|Cameron Diaz|John C. Reilly|Jim Broadbent
A League of Their Own, 1992/7/1,Comedy,40000000.0,107533925.0,Certified Fresh,76%,Upright,84%,7.2,Penny Marshall,Robert Greenhut|Elliot Abbott,Lowell Ganz|Babaloo Mandel,Tom Hanks|Geena Davis|Madonna|Lori Petty|Jon Lovitz
The Princess Diaries, 2001/8/3,Comedy,30000000.0,108244774.0,Rotten,47%,Upright,68%,6.1,Garry Marshall,Whitney Houston|Debra Martin Chase|Mario Iscovich,Gina Wendkos,Julie Andrews|Anne Hathaway|Hector Elizondo|Heather Matarazzo|Mandy Moore
The Lion King, 1994/6/15,Adventure,79300000.0,422780140.0,Certified Fresh,90%,Upright,93%,8.5,Roger Allers|Rob Minkoff,Don Hahn|Chris Thomas,Irene Mecchi|Jonathan Roberts|Linda Woolverton,Rowan Atkinson|Matthew Broderick|Niketa Calame|Jim Cummings|Whoopi Goldberg
The Matrix, 1999/3/31,Action,65000000.0,171479930.0,Certified Fresh,87%,Upright,85%,8.7,Andy Wachowski|Lana Wachowski,Joel Silver,Andy Wachowski|Lana Wachowski,Keanu Reeves|Laurence Fishburne|Carrie Anne Moss|Hugo Weaving|Joe Pantoliano
Pain & Gain, 2013/4/26,Action,26000000.0,49875291.0,Rotten,50%,Spilled,47%,6.5,Michael Bay,Donald De Line|Michael Bay|Ian Bryce,Christopher Markus|Stephen McFeely,Mark Wahlberg|Dwayne Johnson|Anthony Mackie|Tony Shalhoub|Ed Harris
Hobo with a Shotgun, 2011/5/6,Action,3000000.0,703372.0,Certified Fresh,66%,Spilled,58%,6.1,Jason Eisener,Rob Cotterill|Niv Fichman|Frank Siracusa,John Davies,Rutger Hauer|Gregory Smith|Molly Dunsworth|Brian Downey|Nick Bateman
Wonder Boys, 2000/2/23,Comedy,35000000.0,19389454.0,Certified Fresh,81%,Upright,83%,7.4,Curtis Hanson,Scott Rudin|Curtis Hanson,Steve Kloves,Michael Douglas|Tobey Maguire|Frances McDormand|Katie Holmes|Rip Torn
The Last Exorcism Part II, 2013/3/1,Horror,4000000.0,15179303.0,Rotten,16%,Spilled,27%,3.9,Ed Gass-Donnelly,Eric Newman|Eli Roth|Marc Abraham|Thomas A. Bliss,Ed Gass-Donnelly|Damien Chazelle,Ashley Bell|Julia Garner|Spencer Treat Clark|Louis Herthum
Khumba, 2013/12/6,Adventure,15000000.0,0.0,Rotten,44%,Spilled,46%,5.8,Anthony Silverston,Stuart Forrest|Mike Buckland|James Middleton|Anthony Silverston|Jean-Michel Koenig,Anthony Silverston|Raffaella Delle Donne,Jake T. Austin|Steve Buscemi|Laurence Fishburne|AnnaSophia Robb|Liam Neeson
Broken Arrow, 1996/2/9,Action,65000000.0,70645997.0,Rotten,53%,Spilled,45%,5.9,John Woo,Terence Chang|Mark Gordon|Bill Badalato,Graham Yost,John Travolta|Christian Slater|Samantha Mathis|Delroy Lindo|Bob Gunton
The Master, 2012/9/14,Drama,37500000.0,16247159.0,Certified Fresh,85%,Upright,60%,7.1,Paul Thomas Anderson,Joanne Seller|Daniel Lupi|Paul Thomas Anderson|Megan Ellison,Paul Thomas Anderson,Joaquin Phoenix|Philip Seymour Hoffman|Amy Adams|Laura Dern|Katie Boland
22 Jump Street, 2014/6/13,Comedy,50000000.0,190962963.0,Certified Fresh,84%,Upright,83%,7.7,Phil Lord|Christopher Miller,Neal H. Moritz|Jonah Hill|Channing Tatum,Michael Bacall|Oren Uziel|Rodney Rothman,Jonah Hill|Channing Tatum|Peter Stormare|Ice Cube|Wyatt Russell
Mission: Impossible, 1996/5/21,Action,80000000.0,180981886.0,Fresh,61%,Upright,71%,7.1,Brian De Palma,Tom Cruise|Paula Wagner,David Koepp|Robert Towne,Tom Cruise|Jon Voight|Emmanuelle Beart|Henry Czerny|Jean Reno
Rise of the Guardians, 2012/11/21,Adventure,145000000.0,103412758.0,Certified Fresh,74%,Upright,81%,7.3,Peter Ramsey,Christina Steinberg|Nancy Bernstein,David Lindsay-Abaire,Alec Baldwin|Jude Law|Hugh Jackman|Chris Pine|Isla Fisher
Draft Day, 2014/4/11,Drama,25000000.0,28842237.0,Fresh,62%,Upright,68%,6.8,Ivan Reitman,Ivan Reitman|Ali Bell|Joe Medjuck|William Lischak,Rajiv Joseph|Scott Rothman,Kevin Costner|Jennifer Garner|Denis Leary|Frank Langella|Sam Elliott
Deliver Us from Evil, 2014/7/2,Horror,30000000.0,30577122.0,Rotten,27%,Spilled,46%,6.4,Scott Derrickson,Jerry Bruckheimer,Scott Derrickson|Paul Harris Boardman,Eric Bana|Edgar Ramirez|Olivia Munn|Sean Harris|Joel McHale
The Mortal Instruments: City of Bones, 2013/8/21,Adventure,60000000.0,31165421.0,Rotten,12%,Spilled,59%,6.0,Harald Zwart,Robert Kulzer|Don Carmody,Jessica Postigo Paquette,Lily Collins|Kevin Durand|Jonathan Rhys-Meyers|Jamie Campbell Bower|Robert Sheehan
Vamps, 2012/11/2,Romantic Comedy,16000000.0,3361.0,Rotten,50%,Spilled,33%,5.1,Amy Heckerling,Lauren Versel|Molly Hassell|Stuart Cornfeld|Maria Teresa Arida|Adam Brightman,Amy Heckerling,Alicia Silverstone|Krysten Ritter|Dan Stevens|Richard Lewis|Wallace Shawn
Silver Linings Playbook, 2012/11/16,Drama,21000000.0,132092958.0,Certified Fresh,92%,Upright,86%,7.9,David O. Russell,Donna Gigliotti|Bruce Cohen|Jonathan Gordon,David O. Russell,Bradley Cooper|Jennifer Lawrence|Robert De Niro|Jacki Weaver|Anupam Kher
Not Another Teen Movie, 2001/12/14,Comedy,15000000.0,37882551.0,Rotten,28%,Spilled,56%,5.7,Joel Gallen,Neal H. Moritz,Michael Bender|Adam Jay Epstein|Andrew Jacobson|Phil Beauman|Buddy Johnson,Chyler Leigh|Chris Evans|Jaime Pressly|Eric Christian Olsen|Mia Kirshner
The Art of Getting By, 2011/6/17,Romantic Comedy,4000000.0,1430241.0,Rotten,18%,Spilled,47%,6.6,Gavin Wiesen,Kara Baker|Gia Walsh|Darren Goldberg|P. Jennifer Dana|Mollie Goldstein,Gavin Wiesen,Freddie Highmore|Emma Roberts|Michael Angarano|Elizabeth Reaser|Rita Wilson
Jennifer's Body, 2009/9/18,Thriller/Suspense,16000000.0,16204793.0,Rotten,42%,Spilled,34%,5.1,Karyn Kusama,Mason Novick|Daniel Dubiecki|Jason Reitman,Diablo Cody,Megan Fox|Amanda Seyfried|Johnny Simmons|J.K. Simmons|Amy Sedaris
Monsters, 2010/10/29,Drama,500000.0,237301.0,Fresh,71%,Spilled,52%,6.4,Gareth Edwards,Allan Niblo|James Richardson,Gareth Edwards,Scoot McNairy|Whitney Able
John Carter, 2012/3/9,Adventure,275000000.0,73058679.0,Rotten,51%,Upright,60%,6.6,Andrew Stanton,Jim Morris|Lindsey Collins|Colin Wilson,Andrew Stanton|Mark Andrews|Michael Chapman,Taylor Kitsch|Lynn Collins|Samantha Morton|Mark Strong|Ciaran Hinds
Red Tails, 2012/1/20,Action,58000000.0,49876377.0,Rotten,40%,Spilled,58%,5.9,Anthony Hemingway,Rick McCallum|Charles Floyd Johnson,John Ridley|Aaron McGruder,"Terrence Howard|Cuba Gooding, Jr.|Nate Parker|David Oyelowo|Tristan Wilds"
Mission: Impossible - Ghost Protocol, 2011/12/16,Action,145000000.0,209397903.0,Certified Fresh,93%,Upright,76%,7.4,Brad Bird,Tom Cruise|J.J. Abrams|Bryan Burk,Josh Applebaum|Andre Nemec,Tom Cruise|Paula Patton|Simon Pegg|Jeremy Renner|Michael Nyqvist
Burlesque, 2010/11/24,Drama,55000000.0,39440655.0,Rotten,37%,Upright,64%,6.3,Steven Antin,Donald De Line,Steven Antin,Cher|Christina Aguilera|Eric Dane|Cam Gigandet|Julianne Hough
The Smurfs, 2011/7/29,Adventure,110000000.0,142614158.0,Rotten,22%,Spilled,44%,5.5,Raja Gosnell,Jordan Kerner,J. David Stem|David N. Weiss|Jay Scherick|David Ronn,Neil Patrick Harris|Jayma Mays|Sofia Vergara|Tim Gunn|Hank Azaria
Inside Job, 2010/10/8,Documentary,2000000.0,4311834.0,Certified Fresh,98%,Upright,91%,5.8,Charles Ferguson,Charles Ferguson|Audrey Marrs,Charles Ferguson,Matt Damon
Brick Mansions, 2014/4/25,Action,28000000.0,20396829.0,Rotten,26%,Spilled,49%,5.7,Camille Delamarre,Claude Leger|Jonathan Vanger,Luc Besson,Paul Walker|David Belle|RZA|Gouchy Boy|Catalina Denis
The Bourne Ultimatum, 2007/8/3,Thriller/Suspense,130000000.0,227471070.0,Certified Fresh,94%,Upright,91%,8.1,Paul Greengrass,Frank Marshall|Patrick Crowley|Paul L Sandberg,Tony Gilroy|Scott Z. Burns|George Nolfi|Robert Ludlum,Matt Damon|Julia Stiles|David Strathairn|Scott Glenn|Paddy Considine
The Long Kiss Goodnight, 1996/10/11,Action,65000000.0,33447612.0,Fresh,67%,Upright,71%,6.7,Renny Harlin,Renny Harlin|Stephanie Austin|Shane Black,Shane Black,Geena Davis|Samuel L. Jackson|Patrick Malahide|Craig Bierko|Brian Cox
A Few Good Men, 1992/12/11,Drama,33000000.0,141340178.0,Certified Fresh,81%,Upright,89%,7.6,Rob Reiner,David Brown|Rob Reiner|Andrew Scheinman,Aaron Sorkin,Tom Cruise|Jack Nicholson|Demi Moore|Kevin Bacon|Kevin Pollak
Welcome to the Rileys, 2010/10/29,Drama,10000000.0,152857.0,Rotten,55%,Spilled,58%,7.0,Jake Scott,Giovanni Agnelli|Scott Bloom|Michael Costigan,Ken Hixon,James Gandolfini|Melissa Leo|Kristen Stewart|Eisa Davis
Remember the Titans, 2000/9/29,Drama,30000000.0,115654751.0,Fresh,73%,Upright,93%,7.7,Boaz Yakin,Jerry Bruckheimer|Chad Oman,Gregory Allen Howard,Denzel Washington|Will Patton|Donald Faison|Wood Harris|Ryan Hurst
Abduction, 2011/9/23,Thriller/Suspense,35000000.0,28087155.0,Rotten,4%,Spilled,42%,5.0,John Singleton,Doug Davison|Ellen Goldsmith-Vein|Dan Lautner|Roy Lee|Lee Stollman,Shawn Christensen|Jeffrey Nachmanoff,Taylor Lautner|Lily Collins|Alfred Molina|Jason Isaacs|Maria Bello
Home for the Holidays, 1995/11/3,Comedy,20000000.0,17468887.0,Fresh,63%,Upright,73%,6.6,Jodie Foster,Peggy Rajski|Jodie Foster,W.D. Richter,"Holly Hunter|Robert Downey, Jr.|Anne Bancroft|Dylan McDermott|Geraldine Chaplin"
Grudge Match, 2013/12/25,Comedy,40000000.0,29807260.0,Rotten,29%,Spilled,49%,6.5,Peter Segal,Bill Gerber|Mark Steven Johnson|Michael Ewing|Ravi Mehta|Peter Segal,Rodney Rothman|Tim Kelleher,Robert De Niro|Sylvester Stallone|Kevin Hart|Alan Arkin|Kim Basinger
Charlie Wilson's War, 2007/12/21,Drama,75000000.0,66661095.0,Certified Fresh,82%,Upright,74%,7.1,Mike Nichols,Tom Hanks|Gary Goetzman,Aaron Sorkin,Tom Hanks|Julia Roberts|Philip Seymour Hoffman|Amy Adams|Ned Beatty
Another Earth, 2011/7/22,Drama,175000.0,1321194.0,Fresh,63%,Upright,66%,7.0,Mike Cahill,Mike Cahill|Hunter Gray|Brit Marling|Nicholas Shumaker,Mike Cahill|Brit Marling,William Mapother|Brit Marling|Jordan Baker|Flint Beverage|Robin Lord Taylor
The Interpreter, 2005/4/22,Thriller/Suspense,90000000.0,72708161.0,Rotten,56%,Spilled,55%,6.4,Sydney Pollack,Tim Bevan|Eric Fellner|Kevin Misher,Charles Randolph|Scott Frank|Steven Zaillian,Nicole Kidman|Sean Penn|Catherine Keener|Jesper Christensen|Yvan Attal
The Apparition, 2012/8/24,Horror,17000000.0,4936819.0,Rotten,3%,Spilled,25%,4.1,Todd Lincoln,Joel Silver|Andrew Rona|Alex Heineman,Todd Lincoln,Ashley Greene|Sebastian Stan|Tom Felton|Julianna Guill|Luke Pasqualino
Cheaper by the Dozen, 2003/12/25,Comedy,40000000.0,138614544.0,Rotten,23%,Spilled,57%,5.8,Shawn Levy,Robert Simonds|Michael Barnathan|Ben Myron,Sam Harper|Joel Cohen|Alec Sokolow,Steve Martin|Bonnie Hunt|Piper Perabo|Tom Welling|Hilary Duff
Chicago, 2002/12/27,Musical,30000000.0,170687518.0,Certified Fresh,87%,Upright,83%,7.2,Rob Marshall,Martin Richards,Bill Condon,Catherine Zeta-Jones|Renée Zellweger|Richard Gere|Queen Latifah|John C. Reilly
Zookeeper, 2011/7/8,Romantic Comedy,80000000.0,80360866.0,Rotten,14%,Spilled,42%,5.2,Frank Coraci,Todd Garner|Kevin James|Adam Sandler|Jack Giarraputo|Walt Becker,Nick Bakay|Rock Reuben|Kevin James|Jay Scherick|David Ronn,Kevin James|Rosario Dawson|Leslie Bibb|Ken Jeong|Donnie Wahlberg
Kill List, 2012/2/3,Horror,800000.0,29063.0,Certified Fresh,76%,Spilled,57%,6.3,Ben Wheatley,Claire Jones|Andy Starke,Ben Wheatley|Amy Jump,Michael Smiley|Neil Maskell|MyAnna Buring|Emma Fryer
The Haunting, 1999/7/23,Horror,80000000.0,91188905.0,Rotten,17%,Spilled,28%,4.8,Jan De Bont,Donna Arkoff Roth|Colin Wilson|Susan Arnold,David Self,Liam Neeson|Catherine Zeta-Jones|Owen Wilson|Lili Taylor|Bruce Dern
21 Jump Street, 2012/3/16,Comedy,42000000.0,138447667.0,Certified Fresh,85%,Upright,82%,7.2,Phil Lord|Chris Miller,Neal H. Moritz|Stephen J. Cannell,Michael Bacall,Jonah Hill|Channing Tatum|Brie Larson|Dave Franco|Rob Riggle
Twelve Monkeys, 1995/12/27,Drama,29000000.0,57141459.0,Certified Fresh,88%,Upright,88%,8.1,Terry Gilliam,Charles Roven,David Peoples|Janet Peoples,Bruce Willis|Madeleine Stowe|Brad Pitt|Christopher Plummer|Frank Gorshin
Flight, 2012/11/2,Drama,31000000.0,93772375.0,Certified Fresh,78%,Upright,75%,7.3,Robert Zemeckis,Walter F. Parkes|Laurie MacDonald|Steve Starkey|Robert Zemeckis|Jack Rapke,John Gatins,Denzel Washington|Nadine Velazquez|Tamara Tunie|Don Cheadle|Kelly Reilly
Congo, 1995/6/9,Adventure,50000000.0,81022333.0,Rotten,20%,Spilled,29%,5.0,Frank Marshall,Kathleen Kennedy|Sam Mercer,John Patrick Shanley,Laura Linney|Dylan Walsh|Ernie Hudson|Tim Curry|Grant Heslov
Cop Out, 2010/2/26,Comedy,37000000.0,44875481.0,Rotten,19%,Spilled,40%,5.7,Kevin Smith,Marc Platt|Polly Johnsen|Michael Tadross,Robb Cullen|Mark Cullen,Bruce Willis|Tracy Morgan|Adam Brody|Kevin Pollak|Guillermo Diaz
Dream House, 2011/9/30,Horror,50000000.0,21302340.0,Rotten,6%,Spilled,36%,5.9,Jim Sheridan,James G. Robinson|David Robinson|Daniel Bobker|Ehren Kruger,David Loucka,Daniel Craig|Naomi Watts|Rachel Weisz|Elias Koteas|Marton Csokas
Stardust, 2007/8/10,Adventure,70000000.0,38634938.0,Certified Fresh,76%,Upright,86%,7.8,Matthew Vaughn,Matthew Vaughn|Lorenzo di Bonaventura|Michael Dreyer|Neil Gaiman,Matthew Vaughn|Jane Goldman,Claire Danes|Michelle Pfeiffer|Robert De Niro|Charlie Cox|Sienna Miller
"As Above, So Below", 2014/8/29,Thriller/Suspense,5000000.0,19142430.0,Rotten,28%,Spilled,44%,6.2,John Erick Dowdle,Thomas Tull|Jon Jashni|Patrick Aiello|Drew Dowdle,John Erick Dowdle|Drew Dowdle,Perdita Weeks|Ben Feldman|Edwin Hodge|Francois Civil|Marion Lambert
The Hangover 3, 2013/5/23,Comedy,103000000.0,112200072.0,Rotten,19%,Spilled,45%,5.9,Todd Phillips,Todd Phillips|Dan Goldberg,Todd Phillips|Craig Mazin,Bradley Cooper|Ed Helms|Zach Galifianakis|Justin Bartha|Ken Jeong
Transformers: Dark of the Moon, 2011/6/29,Action,195000000.0,352390543.0,Rotten,36%,Spilled,56%,6.4,Michael Bay,Don Murphy|Tom DeSanto|Lorenzo di Bonaventura|Ian Bryce,Ehren Kruger,Shia LaBeouf|John Turturro|Josh Duhamel|Tyrese Gibson|Rosie Huntington-Whiteley
Frozen, 2013/11/22,Adventure,150000000.0,400737000.0,Certified Fresh,89%,Upright,87%,7.8,Chris Buck|Jennifer Lee,Peter Del Vecho,Jennifer Lee,Kristen Bell|Idina Menzel|Jonathan Groff|Josh Gad|Santino Fontana
Shooter, 2007/3/23,Thriller/Suspense,60000000.0,47003582.0,Rotten,48%,Upright,80%,7.2,Antoine Fuqua,Lorenzo di Bonaventura|Ric Kidney,Jonathan Lemkin,Mark Wahlberg|Michael Peña|Danny Glover|Kate Mara|Elias Koteas
Lucy, 2014/7/25,Action,40000000.0,123504315.0,Fresh,66%,Spilled,48%,6.6,Luc Besson,Virginie Besson-Silla,Luc Besson,Scarlett Johansson|Morgan Freeman|Choi Min-sik|Amr Waked|Julian Rhind-Tutt
The Other Woman, 2014/4/25,Comedy,40000000.0,83911193.0,Rotten,24%,Upright,60%,6.1,Nick Cassavetes,Julie Yorn,Melissa Stack,Cameron Diaz|Leslie Mann|Kate Upton|Nikolaj Coster-Waldau|Nicki Minaj
Dracula 2000, 2000/12/22,Horror,28000000.0,33000377.0,Rotten,17%,Spilled,40%,4.9,Patrick Lussier,W.K. Border|Joel Soisson,Joel Soisson,Jonny Lee Miller|Justine Waddell|Gerard Butler|Colleen Fitzpatrick|Jennifer Esposito
Zodiac, 2007/3/2,Thriller/Suspense,85000000.0,33080084.0,Certified Fresh,89%,Upright,76%,7.7,David Fincher,Mike Medavoy|Arnold W. Messer|Bradley J. Fischer|James Vanderbilt|Cean Chaffin,James Vanderbilt,"Jake Gyllenhaal|Mark Ruffalo|Robert Downey, Jr.|Anthony Edwards|Brian Cox"
The Purge: Anarchy, 2014/7/18,Thriller/Suspense,9000000.0,71588535.0,Rotten,58%,Upright,62%,6.7,James DeMonaco,Jason Blum|Michael Bay|Andrew Form|Brad Fuller|Sebastien K. Lemercier,James DeMonaco,Frank Grillo|Carmen Ejogo|Zach Gilford|Kiele Sanchez|Michael K. Williams
Lottery Ticket, 2010/8/20,Comedy,17000000.0,24719879.0,Rotten,34%,Spilled,44%,4.7,Erik White,Andrew A. Kosove|Broderick Johnson|Matt Alvarez|Mike Berg,Abdul Williams,Bow Wow|Brandon T. Jackson|Naturi Naughton|Loretta Devine|Ice Cube
For Your Eyes Only, 1981/6/26,Action,28000000.0,54800000.0,Fresh,73%,Upright,64%,6.8,John Glen,Albert R. Broccoli,Michael G. Wilson,Desmond Llewelyn|Lois Maxwell|Roger Moore|Carole Bouquet|Topol
The Chronicles of Narnia: Prince Caspian, 2008/5/16,Adventure,225000000.0,141621490.0,Fresh,67%,Upright,73%,6.6,Andrew Adamson,Mark Johnson|Andrew Adamson|Philip Steuer,Andrew Adamson|Christopher Markus|Stephen McFeely,Ben Barnes|Georgie Henley|Skandar Keynes|William Moseley|Anna Popplewell
Bullet to the Head, 2013/2/1,Action,55000000.0,9489829.0,Rotten,46%,Spilled,40%,5.8,Walter Hill,Alexandra Milchan|Alfred Gough|Miles Millar|Kevin King-Templeton,Alessandro Camon,Sylvester Stallone|Sung Kang|Sarah Shahi|Adewale Akinnuoye-Agbaje|Jason Momoa
Transcendence, 2014/4/18,Thriller/Suspense,100000000.0,23022309.0,Rotten,19%,Spilled,39%,6.3,Wally Pfister,Andrew A. Kosove|Broderick Johnson|Kate Cohen|Marisa Polvino|Annie Marter|David Valdes|Aaron Ryder,Jack Paglen,Johnny Depp|Rebecca Hall|Paul Bettany|Cillian Murphy|Kate Mara
Radio Flyer, 1992/2/21,Drama,35000000.0,4651977.0,Rotten,32%,Upright,73%,6.9,Richard Donner,Lauren Shuler Donner,David M. Evans,Lorraine Bracco|John Heard|Adam Baldwin|Elijah Wood|Joseph Mazzello
In Time, 2011/10/28,Thriller/Suspense,35000000.0,37553932.0,Rotten,36%,Spilled,51%,6.6,Andrew Niccol,Andrew Niccol|Eric Newman|Marc Abraham,Andrew Niccol,Amanda Seyfried|Justin Timberlake|Cillian Murphy|Vincent Kartheiser|Olivia Wilde
Edward Scissorhands, 1990/12/7,Comedy,20000000.0,53976987.0,Certified Fresh,91%,Upright,91%,8.0,Tim Burton,Tim Burton|Denise Di Novi,Tim Burton|Caroline Thompson,Johnny Depp|Winona Ryder|Dianne Wiest|Anthony Michael Hall|Kathy Baker
Inkheart, 2009/1/23,Adventure,60000000.0,17303424.0,Rotten,39%,Spilled,45%,6.1,Iain Softley,Iain Softley|Diana Pokorny|Cornelia Funke,David Lindsay-Abaire|Samir Foco,Brendan Fraser|Paul Bettany|Helen Mirren|Jim Broadbent|Andy Serkis
Twisted, 2004/2/27,Thriller/Suspense,50000000.0,25195050.0,Rotten,1%,Spilled,31%,5.2,Philip Kaufman,Arnold Kopelson|Anne Kopelson|Barry Baeres|Linne Radmin,Sarah Thorp,Ashley Judd|Samuel L. Jackson|Andy Garcia|David Strathairn|Russell Wong
16 Blocks, 2006/3/3,Action,45000000.0,36895141.0,Rotten,55%,Spilled,58%,6.6,Richard Donner,Avi Lerner|Randall Emmett|John Thompson|Arnold Rifkin|Jim Van Wyck,Richard Wenk,Bruce Willis|Mos Def|David Morse|David Zayas|Casey Sander
The Perfect Storm, 2000/6/30,Drama,120000000.0,182618434.0,Rotten,47%,Upright,64%,6.4,Wolfgang Petersen,Paula Weinstein|Wolfgang Petersen|Gail Katz,Bill Wittiff,George Clooney|Mark Wahlberg|John C. Reilly|Diane Lane|William Fichtner
Snow White and the Huntsman, 2012/6/1,Adventure,170000000.0,155136755.0,Rotten,48%,Spilled,52%,6.2,Rupert Sanders,Joe Roth|Sam Mercer,Evan Daugherty|John Lee Hancock|Hossein Amini,Kristen Stewart|Charlize Theron|Chris Hemsworth|Sam Claflin|Ian McShane
Twister, 1996/5/10,Action,88000000.0,241888385.0,Rotten,58%,Spilled,58%,6.2,Jan De Bont,Kathleen Kennedy|Ian Bryce|Michael Crichton,Michael Crichton|Anne-Marie Martin,Helen Hunt|Bill Paxton|Cary Elwes|Jami Gertz|Lois Smith
Drive Angry, 2011/2/25,Action,50000000.0,10721033.0,Rotten,45%,Spilled,37%,5.5,Patrick Lussier,Michael De Luca|Rene Besson|Adam Fields,Todd Farmer|Patrick Lussier,Nicolas Cage|Amber Heard|William Fichtner|Billy Burke|Charlotte Ross
The Glass House, 2001/9/14,Thriller/Suspense,22000000.0,17951431.0,Rotten,21%,Spilled,40%,5.7,Daniel Sackheim,Neal H. Moritz,Wesley Strick,Leelee Sobieski|Diane Lane|Stellan Skarsgård|Bruce Dern|Kathy Baker
John Q, 2002/2/15,Drama,36000000.0,71026631.0,Rotten,23%,Upright,79%,7.0,Nick Cassavetes,Mark Burg|Oren Koules,James Kearns,Denzel Washington|Robert Duvall|James Woods|Anne Heche|Eddie Griffin
Jack Ryan: Shadow Recruit, 2014/1/17,Action,60000000.0,50577412.0,Rotten,55%,Spilled,54%,6.2,Kenneth Branagh,Lorenzo di Bonaventura|Mace Neufeld|David Barron|Mark Vahradian,Adam Cozad|David Koepp,Chris Pine|Kevin Costner|Kenneth Branagh|Keira Knightley|Colm Feore
Harry Potter and the Prisoner of Azkaban, 2004/6/4,Adventure,130000000.0,249538952.0,Certified Fresh,91%,Upright,86%,7.8,Alfonso Cuarón,David Heyman,Steve Kloves,Daniel Radcliffe|Rupert Grint|Emma Watson|Gary Oldman|David Thewlis
Unforgiven, 1992/8/7,Western,14400000.0,101157447.0,Certified Fresh,95%,Upright,94%,8.3,Clint Eastwood,Clint Eastwood,David Peoples,Clint Eastwood|Gene Hackman|Morgan Freeman|Richard Harris|Jaimz Woolvett
Takers, 2010/8/27,Drama,32000000.0,57744720.0,Rotten,28%,Upright,62%,6.2,John Luessenhop,"Will Packer|Tip ""T.I."" Harris|Jason Geter",Peter Allen|Gabriel Casseus|John Luessenhop,Chris Brown|Hayden Christensen|Matt Dillon|Michael Ealy|Idris Elba
Snitch, 2013/2/22,Thriller/Suspense,15000000.0,42930462.0,Rotten,56%,Upright,61%,6.5,Ric Roman Waugh,Nigel Sinclair|Matt Jackson|Jonathan King|Dwayne Johnson|Dany Garcia|Alex Brunner|Tobin Armbrust,Justin Haythe|Ric Roman Waugh,Dwayne Johnson|Barry Pepper|Jon Bernthal|Susan Sarandon|Michael K. Williams
The Manchurian Candidate, 2004/7/30,Thriller/Suspense,80000000.0,65948711.0,Certified Fresh,81%,Upright,63%,6.6,Jonathan Demme,Tina Sinatra|Scott Rudin|Jonathan Demme|Ilona Herzberg,Daniel Pyne|Dean Georgaris,Denzel Washington|Meryl Streep|Liev Schreiber|Jon Voight|Kimberly Elise
The Island, 2005/7/22,Action,120000000.0,35818913.0,Rotten,40%,Upright,64%,6.9,Michael Bay,Walter F. Parkes|Michael Bay|Ian Bryce,Caspian Tredwell-Owen|Alex Kurtzman|Roberto Orci,Ewan McGregor|Scarlett Johansson|Djimon Hounsou|Sean Bean|Michael Clarke Duncan
Devil's Advocate, 1997/10/17,Drama,57000000.0,61007424.0,Fresh,66%,Upright,80%,7.5,Taylor Hackford,Arnold Kopelson|Anne Kopelson|Arnon Milchan,Jonathan Lemkin|Tony Gilroy,Keanu Reeves|Al Pacino|Charlize Theron|Jeffrey Jones|Judith Ivey
The Day the Earth Stood Still, 2008/12/12,Adventure,80000000.0,79366978.0,Rotten,21%,Spilled,27%,5.5,Scott Derrickson,Gregory Goodman|Paul Harris Boardman,David Scarpa,Keanu Reeves|Jennifer Connelly|Kathy Bates|Jaden Smith|John Cleese
